t(s),Date,Time,TxBat(V),VFR 2.4G(%),Rx VFR(%),VFR 900M(%),AccY(g),Altitude(m),RSSI 2.4G(dB),RX,RxBatt(V),AccX(g),AccZ(g),VSpeed(m/s),RSSI 900M(dB),RX,R.angle(°),P.angle(°),Power 900M(mW),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),VFAS(V),Current(A),Temp1(°C),Temp2(°C),Air speed(km/h),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2
61.65,2026-04-02,15:36:22.740,7.51,85,100,100,0.020,48.43,39,0,8.07,0.046,1.145,-1.55,64,0,-171.07,-10.00,10,0.00,3.66,3.73,3.69,3.72,3.72,3.67,3.73,3.72,29.11,64.4,-30,-30,81.1,0,-382,778,-233,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
61.91,2026-04-02,15:36:23.000,7.51,84,100,100,0.018,48.43,40,0,8.07,-0.002,1.129,-1.40,63,0,-172.34,-11.14,10,0.00,3.66,3.73,3.69,3.72,3.72,3.67,3.73,3.72,29.11,64.4,-30,-30,80.0,0,-495,779,-178,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
62.17,2026-04-02,15:36:23.260,7.52,84,100,100,-0.003,47.76,41,0,8.07,0.020,1.146,-1.19,62,0,-174.39,-12.44,10,0.00,3.66,3.73,3.69,3.72,3.72,3.67,3.73,3.72,29.14,59.3,-30,-30,80.0,0,-494,779,-174,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
62.43,2026-04-02,15:36:23.520,7.52,81,100,100,-0.014,47.55,41,0,8.07,0.037,1.200,-0.99,62,0,-173.40,-14.08,10,0.00,3.67,3.73,3.69,3.72,3.72,3.67,3.73,3.72,29.14,59.3,-30,-30,79.6,0,-480,780,-178,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
62.69,2026-04-02,15:36:23.780,7.52,78,100,100,0.014,47.33,40,0,8.07,0.004,1.155,-0.83,62,0,-172.11,-16.26,10,0.00,3.67,3.73,3.71,3.73,3.72,3.67,3.73,3.72,29.16,59.6,-30,-30,77.4,0,-450,780,-210,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
62.95,2026-04-02,15:36:24.040,7.52,75,100,100,0.023,47.14,39,0,8.07,0.036,1.116,-0.71,62,0,-172.87,-17.12,10,0.00,3.67,3.73,3.71,3.73,3.73,3.69,3.73,3.72,29.16,59.6,-30,-30,76.7,0,-461,779,-229,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
63.22,2026-04-02,15:36:24.310,7.52,69,100,100,0.041,46.88,38,0,8.07,-0.129,1.130,-0.80,59,0,-173.94,-17.89,10,0.00,3.67,3.73,3.71,3.73,3.73,3.69,3.74,3.73,29.16,59.9,-30,-30,76.3,0,-465,780,-226,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
63.48,2026-04-02,15:36:24.570,7.52,64,100,100,0.006,46.63,37,0,8.07,-0.012,1.149,-0.89,60,0,-179.66,-20.48,10,0.00,3.67,3.74,3.71,3.73,3.73,3.69,3.74,3.73,29.16,59.9,-30,-30,77.6,0,-454,780,-152,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
63.75,2026-04-02,15:36:24.840,7.51,65,100,100,0.006,46.40,39,0,8.07,-0.097,1.140,-0.82,62,0,-179.66,-20.48,10,0.00,3.67,3.74,3.71,3.73,3.73,3.69,3.74,3.73,29.17,59.9,-30,-30,76.9,0,-418,781,-58,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
64.02,2026-04-02,15:36:25.110,7.51,67,100,100,0.020,46.23,40,0,8.07,-0.077,1.108,-0.68,63,0,-177.02,-20.96,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.73,29.17,59.9,-30,-30,76.7,0,-439,781,-87,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
64.28,2026-04-02,15:36:25.370,7.51,72,100,100,0.037,45.72,41,0,8.07,-0.051,1.085,-0.85,65,0,-177.08,-20.05,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.73,29.18,59.8,-30,-30,76.7,0,-419,780,-154,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
64.54,2026-04-02,15:36:25.630,7.52,72,100,100,0.039,45.38,41,0,8.07,-0.062,1.030,-1.03,64,0,-178.87,-17.48,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.72,29.18,59.8,-30,-30,76.7,0,-441,781,-173,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
64.8,2026-04-02,15:36:25.890,7.51,74,100,100,0.030,45.04,42,0,8.07,-0.063,1.034,-1.12,63,0,178.54,-16.08,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.72,29.18,59.5,-30,-30,77.6,0,-483,780,-190,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
65.07,2026-04-02,15:36:26.160,7.52,77,100,100,0.021,44.77,43,0,8.07,-0.025,1.117,-1.05,62,0,177.94,-15.87,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.72,29.18,59.7,-30,-30,77.6,0,-517,773,-215,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
65.34,2026-04-02,15:36:26.430,7.52,79,100,100,0.019,44.77,45,0,8.07,-0.035,1.198,-0.66,60,0,177.04,-16.83,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.72,29.19,59.7,-30,-30,75.4,0,-541,762,-203,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
65.61,2026-04-02,15:36:26.700,7.52,82,100,100,0.035,44.58,46,0,8.07,-0.135,1.119,-0.45,60,0,176.87,-17.25,10,0.00,3.67,3.74,3.70,3.73,3.73,3.69,3.74,3.72,29.20,58.1,-30,-30,75.4,0,-531,763,-196,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
65.87,2026-04-02,15:36:26.960,7.52,85,100,100,0.031,44.33,49,0,8.07,-0.039,1.191,-0.61,59,0,175.52,-19.10,10,0.00,3.67,3.73,3.70,3.73,3.73,3.69,3.74,3.72,29.20,58.1,-30,-30,73.7,0,-510,764,-206,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
66.13,2026-04-02,15:36:27.220,7.51,88,99,99,0.026,44.19,50,0,8.07,-0.057,1.137,-0.60,57,0,173.09,-20.21,10,0.00,3.67,3.73,3.70,3.73,3.73,3.69,3.74,3.72,29.21,58.5,-30,-30,73.0,0,-495,763,-205,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
66.39,2026-04-02,15:36:27.480,7.52,89,99,99,0.030,43.98,51,0,8.07,-0.089,1.182,-0.62,54,0,172.31,-20.49,10,0.00,3.67,3.73,3.70,3.73,3.73,3.69,3.74,3.72,29.21,58.5,-30,-30,73.0,0,-484,764,-206,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
66.65,2026-04-02,15:36:27.740,7.52,87,99,99,0.045,43.98,51,0,8.07,-0.104,1.166,-0.51,52,0,170.06,-20.37,10,0.00,3.67,3.73,3.70,3.73,3.73,3.69,3.74,3.72,29.21,58.2,-30,-30,73.2,0,-427,764,-215,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
66.92,2026-04-02,15:36:28.010,7.51,82,98,98,0.030,43.39,50,0,8.07,-0.058,1.031,-0.86,45,0,168.16,-19.84,10,0.00,3.67,3.73,3.70,3.73,3.73,3.69,3.74,3.72,29.21,58.2,-30,-30,73.2,0,-403,763,-159,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
67.18,2026-04-02,15:36:28.270,7.51,76,98,98,0.021,43.11,46,0,8.07,-0.066,1.057,-1.00,47,0,165.89,-17.30,10,0.00,3.67,3.73,3.70,3.73,3.73,3.69,3.74,3.72,29.21,58.1,-30,-30,73.7,0,-444,763,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
67.44,2026-04-02,15:36:28.530,7.52,74,98,98,0.019,42.80,46,0,8.07,-0.025,1.064,-1.05,50,0,167.33,-15.02,10,0.00,3.67,3.73,3.70,3.72,3.73,3.69,3.74,3.72,29.21,58.1,-30,-30,74.8,0,-464,763,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
67.71,2026-04-02,15:36:28.800,7.51,77,98,98,0.037,42.55,51,0,8.07,-0.121,1.058,-1.01,49,0,173.88,-12.04,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.74,3.72,29.20,58.1,-30,-30,73.7,0,-488,764,10,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
67.97,2026-04-02,15:36:29.060,7.51,88,97,97,0.085,42.28,53,0,8.07,-0.114,1.070,-0.88,47,0,175.90,-10.75,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.20,58.1,-30,-30,72.4,0,-485,764,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
68.23,2026-04-02,15:36:29.320,7.52,93,97,97,0.088,41.92,55,0,8.07,-0.114,1.049,-0.88,46,0,175.90,-10.75,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.19,58.4,-30,-30,72.2,0,-289,763,211,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
68.5,2026-04-02,15:36:29.590,7.52,97,97,97,0.052,41.64,56,0,8.07,-0.062,0.877,-1.03,45,0,175.45,-7.88,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.19,58.4,-30,-30,72.2,0,-383,764,185,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
68.77,2026-04-02,15:36:29.860,7.52,96,97,97,0.044,41.05,57,0,8.07,-0.018,0.920,-1.46,49,0,60.68,-5.69,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.19,58.5,-30,-30,72.2,0,-220,764,514,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
69.03,2026-04-02,15:36:30.120,7.52,92,97,97,0.099,40.37,54,0,8.07,-0.107,0.956,-2.12,54,0,-169.31,-3.23,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.19,58.5,-30,-30,74.1,0,-416,764,157,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
69.3,2026-04-02,15:36:30.390,7.52,80,97,97,0.115,39.91,49,0,8.07,-0.006,0.867,-1.85,57,0,-158.73,0.14,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.19,58.2,-30,-30,76.1,0,-384,765,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
69.56,2026-04-02,15:36:30.650,7.51,71,97,97,0.118,39.23,46,0,8.07,0.008,0.860,-2.03,62,0,-162.19,-0.43,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.19,58.2,-30,-30,75.6,0,-432,765,241,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
69.83,2026-04-02,15:36:30.920,7.52,69,97,97,0.059,37.56,46,0,8.07,0.007,0.969,-2.85,64,0,-170.11,-0.85,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.18,58.0,-30,-30,76.3,0,-391,766,311,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
70.09,2026-04-02,15:36:31.180,7.51,74,97,97,0.036,36.77,47,0,8.07,-0.011,0.938,-2.82,66,0,-168.43,0.19,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.18,58.0,-30,-30,78.7,122,-383,770,390,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
70.36,2026-04-02,15:36:31.450,7.52,78,97,97,0.026,35.81,49,0,8.07,-0.011,0.950,-2.82,69,0,-158.06,1.88,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.72,29.17,58.0,-30,-30,78.2,122,-426,789,380,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
70.63,2026-04-02,15:36:31.720,7.51,81,97,97,0.103,34.93,51,0,8.07,0.032,0.930,-3.08,71,0,-151.31,2.24,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.71,29.15,60.0,-30,-30,77.6,109,-421,805,60,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
70.9,2026-04-02,15:36:31.990,7.51,87,98,98,0.094,34.04,54,0,8.07,0.041,0.967,-3.05,72,0,-152.77,2.31,10,0.00,3.67,3.73,3.70,3.72,3.72,3.68,3.73,3.71,29.15,60.0,-30,-30,78.3,103,-482,814,37,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
71.16,2026-04-02,15:36:32.250,7.51,91,98,98,0.054,33.00,56,0,8.07,-0.029,1.061,-3.37,75,0,-160.49,2.09,10,0.00,3.67,3.73,3.69,3.71,3.72,3.68,3.73,3.71,29.12,62.3,-30,-30,78.3,109,-502,814,48,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
71.43,2026-04-02,15:36:32.520,7.52,96,98,98,0.023,32.01,57,0,8.07,0.020,1.197,-3.44,76,0,-161.40,1.22,10,0.00,3.67,3.73,3.69,3.71,3.71,3.67,3.73,3.71,29.12,62.3,-30,-30,78.7,85,-526,812,1,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
71.7,2026-04-02,15:36:32.790,7.51,94,98,98,0.021,31.16,57,0,8.07,0.032,1.289,-3.21,78,0,-159.92,0.73,10,0.00,3.67,3.73,3.69,3.71,3.71,3.67,3.72,3.70,29.12,62.3,-30,-30,78.0,62,-410,810,-1,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
71.96,2026-04-02,15:36:33.050,7.52,94,99,99,0.053,30.49,56,0,8.07,-0.013,1.014,-2.75,80,0,-155.53,-0.42,10,0.00,3.65,3.72,3.69,3.71,3.71,3.67,3.72,3.70,29.12,62.3,-30,-30,77.2,36,-405,805,-84,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
72.23,2026-04-02,15:36:33.320,7.52,94,99,99,0.038,28.98,56,0,8.07,0.103,0.997,-2.55,81,0,-155.53,-0.42,10,0.00,3.65,3.72,3.68,3.70,3.71,3.67,3.72,3.70,29.10,61.9,-30,-30,77.4,23,-410,797,-126,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
72.49,2026-04-02,15:36:33.580,7.51,98,99,99,0.056,28.38,57,0,8.07,-0.138,1.058,-2.55,80,0,-161.94,-0.43,10,0.00,3.65,3.72,3.68,3.70,3.71,3.67,3.72,3.70,29.10,61.9,-30,-30,78.0,29,-408,797,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
72.75,2026-04-02,15:36:33.840,7.52,98,99,99,0.072,27.82,57,0,8.07,-0.027,1.011,-2.08,80,0,-164.44,-0.41,10,0.00,3.65,3.72,3.68,3.70,3.71,3.67,3.72,3.70,29.09,60.7,-30,-30,79.3,25,-362,796,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
73.01,2026-04-02,15:36:34.100,7.52,98,99,99,0.057,27.27,58,0,8.07,-0.017,0.923,-1.98,77,0,-168.61,0.00,10,0.00,3.65,3.72,3.68,3.70,3.71,3.67,3.71,3.70,29.09,60.7,-30,-30,79.3,21,-361,795,-17,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
73.27,2026-04-02,15:36:34.360,7.51,95,99,99,0.058,26.74,58,0,8.07,-0.062,1.022,-1.86,64,0,-171.35,-0.01,10,0.00,3.65,3.71,3.68,3.70,3.71,3.67,3.71,3.70,29.07,60.3,-30,-30,79.3,22,-417,795,3,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
73.53,2026-04-02,15:36:34.620,7.51,96,99,99,0.028,26.25,59,0,8.07,0.046,1.015,-1.84,66,0,-171.91,-0.17,10,0.00,3.65,3.71,3.68,3.70,3.71,3.67,3.71,3.70,29.07,60.3,-30,-30,79.6,22,-481,796,65,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
73.79,2026-04-02,15:36:34.880,7.51,96,99,99,0.048,25.76,61,0,8.07,-0.014,1.159,-1.69,73,0,-169.99,-0.65,10,0.00,3.65,3.71,3.68,3.70,3.70,3.67,3.71,3.70,29.07,60.6,-30,-30,80.7,21,-452,795,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
74.06,2026-04-02,15:36:35.150,7.51,99,99,99,0.072,25.40,61,0,8.07,-0.012,1.180,-1.51,75,0,-168.15,-1.32,10,0.00,3.65,3.71,3.68,3.70,3.70,3.67,3.71,3.70,29.07,60.6,-30,-30,77.6,25,-425,795,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
74.32,2026-04-02,15:36:35.410,7.51,99,100,100,0.079,25.18,61,0,8.07,-0.055,1.038,-1.09,78,0,-170.85,-1.26,10,0.00,3.65,3.71,3.68,3.70,3.70,3.67,3.71,3.70,29.06,60.4,-30,-30,76.7,24,-407,794,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
74.58,2026-04-02,15:36:35.670,7.51,98,100,100,0.050,24.83,61,0,8.07,-0.020,0.983,-1.05,79,0,-172.30,-0.77,10,0.00,3.65,3.71,3.67,3.70,3.70,3.67,3.71,3.70,29.06,60.7,-30,-30,75.6,30,-467,797,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,1,1
74.84,2026-04-02,15:36:35.930,7.52,98,100,100,0.050,24.42,62,0,8.07,-0.082,1.135,-1.35,77,0,-171.42,-0.46,10,0.00,3.65,3.71,3.67,3.70,3.70,3.67,3.71,3.70,29.04,60.7,-30,-30,74.6,0,-319,796,-2,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,1,1
75.11,2026-04-02,15:36:36.200,7.52,96,100,100,0.057,24.15,62,0,8.07,-0.027,0.930,-1.14,76,0,-171.29,-0.65,10,0.00,3.65,3.71,3.67,3.70,3.69,3.66,3.71,3.70,29.04,60.6,-30,-30,74.6,0,-276,795,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,1,1
75.37,2026-04-02,15:36:36.460,7.51,96,100,100,0.057,24.01,63,0,8.07,-0.040,0.815,-1.14,76,0,-172.45,2.15,10,0.00,3.65,3.71,3.67,3.70,3.69,3.66,3.71,3.69,29.02,60.6,-30,-30,76.7,0,-310,796,35,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,1,1
75.63,2026-04-02,15:36:36.720,7.51,95,100,100,0.058,23.39,63,0,8.07,-0.012,0.885,-0.82,74,0,-172.47,3.54,10,0.00,3.64,3.71,3.67,3.70,3.69,3.66,3.71,3.69,28.99,60.6,-30,-30,78.7,0,-331,843,123,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
75.9,2026-04-02,15:36:36.990,7.52,96,100,100,0.070,23.03,62,0,8.07,-0.019,0.890,-1.16,73,0,-171.89,4.48,10,0.00,3.64,3.71,3.67,3.70,3.69,3.66,3.71,3.69,28.99,60.6,-30,-30,79.3,0,-353,856,145,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
76.16,2026-04-02,15:36:37.250,7.52,98,100,100,0.084,22.66,62,0,8.07,-0.044,0.895,-1.24,72,0,-169.44,5.76,10,0.00,3.64,3.71,3.67,3.70,3.68,3.66,3.71,3.69,28.94,66.0,-30,-30,77.2,0,-407,844,146,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
76.42,2026-04-02,15:36:37.510,7.51,99,100,100,0.072,22.23,62,0,8.07,0.036,0.985,-1.36,67,0,-165.92,5.80,10,0.00,3.64,3.71,3.67,3.70,3.68,3.66,3.70,3.68,28.94,66.0,-30,-30,77.6,0,-468,826,118,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
76.68,2026-04-02,15:36:37.770,7.51,97,100,100,0.079,21.85,62,0,8.07,-0.033,1.050,-1.41,67,0,-165.03,5.28,10,0.00,3.63,3.69,3.67,3.70,3.68,3.66,3.70,3.68,28.92,63.5,-30,-30,76.9,0,-465,823,-109,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
76.94,2026-04-02,15:36:38.030,7.51,97,100,100,0.083,21.62,60,0,8.07,0.017,1.083,-1.41,73,0,-169.00,3.22,10,0.00,3.63,3.69,3.67,3.70,3.68,3.66,3.70,3.68,28.92,63.5,-30,-30,76.7,0,-489,818,-36,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
77.21,2026-04-02,15:36:38.300,7.51,93,100,100,0.086,21.34,58,0,8.07,-0.044,1.127,-0.98,76,0,-173.27,2.82,10,0.00,3.63,3.69,3.67,3.68,3.68,3.66,3.70,3.68,28.91,62.6,-30,-30,77.6,0,-561,816,58,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
77.48,2026-04-02,15:36:38.570,7.51,92,100,100,0.044,20.94,54,0,8.07,-0.053,1.282,-1.18,75,0,-174.92,1.30,10,0.00,3.63,3.69,3.67,3.68,3.68,3.65,3.70,3.68,28.91,62.6,-30,-30,77.6,0,-560,817,87,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
77.75,2026-04-02,15:36:38.840,7.51,93,100,100,0.092,20.67,54,0,8.07,-0.154,1.270,-1.12,68,0,-172.91,0.19,10,0.00,3.63,3.69,3.67,3.68,3.68,3.65,3.69,3.68,28.90,62.2,-30,-30,76.7,0,-516,817,115,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
78.01,2026-04-02,15:36:39.100,7.51,95,100,100,0.069,20.53,50,0,8.07,-0.154,1.150,-0.74,63,0,-170.12,-1.45,10,0.00,3.63,3.68,3.67,3.68,3.68,3.65,3.69,3.68,28.90,62.2,-30,-30,74.6,0,-497,816,71,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
78.27,2026-04-02,15:36:39.360,7.52,93,99,99,0.097,20.45,47,0,8.07,-0.078,1.184,-0.47,52,0,-172.12,-2.34,10,0.00,3.63,3.68,3.67,3.69,3.68,3.65,3.69,3.68,28.88,62.5,-30,-30,75.6,0,-458,817,140,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
78.53,2026-04-02,15:36:39.620,7.52,90,99,99,0.088,20.57,47,0,8.07,-0.040,0.886,0.19,55,0,-172.68,-1.57,10,0.00,3.63,3.68,3.67,3.69,3.67,3.65,3.69,3.68,28.88,62.5,-30,-30,74.6,0,-430,817,113,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
78.8,2026-04-02,15:36:39.890,7.51,86,99,99,0.082,20.57,46,0,8.07,-0.101,1.100,0.18,58,0,-171.81,-2.13,10,0.00,3.63,3.68,3.67,3.69,3.67,3.65,3.69,3.67,28.87,62.5,-30,-30,74.3,0,-374,816,84,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
79.07,2026-04-02,15:36:40.160,7.51,87,99,99,0.049,20.97,44,0,8.07,-0.128,1.100,0.67,61,0,-170.69,-1.59,10,0.00,3.63,3.68,3.67,3.69,3.67,3.65,3.69,3.67,28.87,62.5,-30,-30,73.2,0,-421,816,82,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
79.33,2026-04-02,15:36:40.420,7.51,88,99,99,0.084,21.11,45,0,8.07,-0.065,0.931,0.60,60,0,-167.22,-0.99,10,0.00,3.63,3.68,3.67,3.69,3.67,3.65,3.69,3.67,28.86,62.4,-30,-30,71.7,0,-378,817,-2,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
79.6,2026-04-02,15:36:40.690,7.51,93,99,99,0.080,21.38,50,0,8.07,-0.066,0.971,0.78,62,0,-171.63,-1.70,10,0.00,3.63,3.68,3.66,3.68,3.67,3.65,3.69,3.67,28.84,62.7,-30,-30,71.7,0,-412,816,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
79.87,2026-04-02,15:36:40.960,7.51,97,99,99,0.083,21.56,53,0,8.07,-0.066,0.949,0.73,63,0,-174.15,-1.58,10,0.00,3.63,3.68,3.66,3.68,3.67,3.64,3.69,3.67,28.84,62.7,-30,-30,71.7,0,-451,816,73,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
80.13,2026-04-02,15:36:41.220,7.51,99,99,99,0.079,21.80,52,0,8.07,-0.105,1.022,0.73,63,0,-174.23,-2.42,10,0.00,3.63,3.68,3.66,3.68,3.67,3.64,3.68,3.67,28.84,62.6,-30,-30,71.3,0,-438,816,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
80.4,2026-04-02,15:36:41.490,7.50,96,99,99,0.079,22.08,45,0,8.07,-0.136,1.082,0.73,63,0,-172.87,-3.15,10,0.00,3.63,3.68,3.66,3.68,3.67,3.64,3.68,3.67,28.84,62.6,-30,-30,70.2,0,-345,816,-122,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
80.67,2026-04-02,15:36:41.760,7.50,86,99,99,0.073,22.08,42,0,8.07,-0.111,1.057,0.98,62,0,-173.84,-4.00,10,0.00,3.63,3.68,3.66,3.68,3.67,3.64,3.68,3.67,28.83,62.6,-30,-30,69.6,0,-347,816,-128,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
80.93,2026-04-02,15:36:42.020,7.50,82,99,99,0.093,22.71,39,0,8.07,-0.141,0.991,1.09,60,0,-178.11,-4.27,10,0.00,3.63,3.68,3.66,3.68,3.67,3.64,3.68,3.67,28.83,62.6,-30,-30,69.6,0,-396,817,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
81.2,2026-04-02,15:36:42.290,7.50,79,99,99,0.103,23.15,38,0,8.07,-0.186,1.019,0.83,56,0,-179.38,-4.72,10,0.00,3.63,3.68,3.66,3.68,3.67,3.64,3.68,3.67,28.81,63.2,-30,-30,66.5,0,-444,817,43,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
81.48,2026-04-02,15:36:42.570,7.50,85,99,99,0.063,23.66,40,0,8.07,-0.203,1.104,1.32,54,0,-177.25,-6.24,10,0.00,3.61,3.67,3.66,3.68,3.67,3.64,3.68,3.67,28.81,63.2,-30,-30,67.0,0,-392,818,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
81.74,2026-04-02,15:36:42.830,7.50,88,98,98,0.104,24.11,42,0,8.07,-0.281,1.100,1.58,50,0,-177.25,-6.24,10,0.00,3.61,3.67,3.66,3.68,3.67,3.64,3.68,3.67,28.81,63.2,-30,-30,66.5,0,-343,896,-131,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
